5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.722529999999999895e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.002401685131626436e+02,-3.000003520019813550e+02
5.000000000000000000e-01,9.799999999999999684e-04,6.579999999999999478e-04,6.709349999999999481e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.961000000000000069e-03,1.315999999999999896e-03,6.696170000000000178e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251194997923e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.941000000000000038e-03,1.971000000000000096e-03,6.682989999999999764e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,3.922000000000000139e-03,2.625999999999999862e-03,6.669810000000000461e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195143443e+02,-3.000003520019813550e+02
5.000000000000000000e-01,4.902000000000000107e-03,3.278999999999999797e-03,6.656630000000000047e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000872968163312180e+02,-3.000003520019813550e+02
5.000000000000000000e-01,5.882000000000000076e-03,3.930999999999999599e-03,6.643449999999999633e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000480929972836748e+02,-3.000003520019813550e+02
5.000000000000000000e-01,6.863000000000000177e-03,4.582000000000000135e-03,6.630260000000000042e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000480929972545709e+02,-3.000003520019813550e+02
5.000000000000000000e-01,7.842999999999999278e-03,5.231000000000000406e-03,6.617079999999999629e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,8.824000000000000246e-03,5.878999999999999677e-03,6.603900000000000325e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195143443e+02,-3.000003520019813550e+02
5.000000000000000000e-01,9.804000000000000214e-03,6.525999999999999683e-03,6.590719999999999912e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000872968163457699e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.078400000000000018e-02,7.172000000000000423e-03,6.577539999999999498e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.176499999999999942e-02,7.816000000000000031e-03,6.564360000000000195e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000483250908728223e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.274499999999999938e-02,8.458999999999999506e-03,6.551169999999999494e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.002011387346865376e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.372499999999999935e-02,9.100000000000000450e-03,6.537990000000000190e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.470600000000000032e-02,9.740999999999999659e-03,6.524809999999999777e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251194997923e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.568599999999999856e-02,1.038000000000000034e-02,6.511630000000000473e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.666700000000000126e-02,1.101700000000000075e-02,6.498450000000000060e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195434481e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.764699999999999949e-02,1.165399999999999943e-02,6.485269999999999646e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000872968163312180e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.862700000000000120e-02,1.228899999999999958e-02,6.472090000000000343e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000480929972982267e+02,-3.000003520019813550e+02
5.000000000000000000e-01,1.960800000000000043e-02,1.292300000000000046e-02,6.458899999999999642e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000480929972400190e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.058799999999999866e-02,1.355600000000000034e-02,6.445720000000000338e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.156900000000000137e-02,1.418699999999999996e-02,6.432539999999999925e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195288962e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.254899999999999960e-02,1.481700000000000031e-02,6.419359999999999511e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000872968163312180e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.352900000000000130e-02,1.544599999999999966e-02,6.406180000000000208e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195434481e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.451000000000000054e-02,1.607300000000000048e-02,6.392999999999999794e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-2.999344251195143443e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.548999999999999877e-02,1.669899999999999857e-02,6.379820000000000491e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000480929972691229e+02,-3.000003520019813550e+02
5.000000000000000000e-01,2.647100000000000147e-02,1.732399999999999912e-02,6.366629999999999789e-01,-1.344506999999999897e+00,2.300000000000000000e+02,2.231301599999999894e+02,-3.000480929972545709e+02,-3.000003520019813550e+02
