1.000000000000000000e+00,0.000000000000000000e+00,3.363389999999999991e-01,3.363389999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.799999999999999684e-04,7.182410000000000183e-01,7.182410000000000183e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.961000000000000069e-03,1.099477000000000038e+00,1.099477000000000038e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.941000000000000038e-03,1.480046999999999890e+00,1.480046999999999890e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.922000000000000139e-03,1.859952000000000050e+00,1.859952000000000050e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.902000000000000107e-03,2.239192000000000071e+00,2.239192000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.882000000000000076e-03,2.617766000000000037e+00,2.617766000000000037e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.863000000000000177e-03,2.995674999999999866e+00,2.995674999999999866e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.842999999999999278e-03,3.372917999999999861e+00,3.372917999999999861e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.824000000000000246e-03,3.749496000000000162e+00,3.749496000000000162e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.804000000000000214e-03,4.125408000000000186e+00,4.125408000000000186e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.078400000000000018e-02,4.500655000000000072e+00,4.500655000000000072e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.176499999999999942e-02,4.875237000000000265e+00,4.875237000000000265e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.274499999999999938e-02,5.249152999999999736e+00,5.249152999999999736e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.372499999999999935e-02,5.622403000000000262e+00,5.622403000000000262e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.470600000000000032e-02,5.994989000000000345e+00,5.994989000000000345e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.568599999999999856e-02,6.366907999999999568e+00,6.366907999999999568e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.666700000000000126e-02,6.738161999999999985e+00,6.738161999999999985e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.764699999999999949e-02,7.108750999999999820e+00,7.108750999999999820e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.862700000000000120e-02,7.478674999999999962e+00,7.478674999999999962e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.960800000000000043e-02,7.847932000000000130e+00,7.847932000000000130e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.058799999999999866e-02,8.216525000000000745e+00,8.216525000000000745e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.156900000000000137e-02,8.584452000000000638e+00,8.584452000000000638e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.254899999999999960e-02,8.951712999999999809e+00,8.951712999999999809e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.352900000000000130e-02,9.318308999999999287e+00,9.318308999999999287e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.451000000000000054e-02,9.684240000000000848e+00,9.684240000000000848e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.548999999999999877e-02,1.004950499999999991e+01,1.004950499999999991e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.647100000000000147e-02,1.041410499999999928e+01,1.041410499999999928e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.745099999999999971e-02,1.077803899999999970e+01,1.077803899999999970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.843100000000000141e-02,1.114130800000000043e+01,1.114130800000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.941200000000000064e-02,1.150391100000000044e+01,1.150391100000000044e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.039199999999999888e-02,1.186584900000000076e+01,1.186584900000000076e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.137299999999999811e-02,1.222712199999999960e+01,1.222712199999999960e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.235299999999999981e-02,1.258772899999999950e+01,1.258772899999999950e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.333300000000000152e-02,1.294767000000000046e+01,1.294767000000000046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.431399999999999728e-02,1.330694599999999994e+01,1.330694599999999994e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.529399999999999898e-02,1.366555699999999973e+01,1.366555699999999973e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.627500000000000169e-02,1.402350200000000058e+01,1.402350200000000058e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.725500000000000339e-02,1.438078199999999995e+01,1.438078199999999995e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.823499999999999815e-02,1.473739600000000038e+01,1.473739600000000038e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.921600000000000086e-02,1.509334499999999935e+01,1.509334499999999935e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.019600000000000256e-02,1.544862900000000039e+01,1.544862900000000039e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.117599999999999733e-02,1.580324700000000071e+01,1.580324700000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.215700000000000003e-02,1.615719899999999853e+01,1.615719899999999853e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.313700000000000173e-02,1.651048600000000022e+01,1.651048600000000022e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.411799999999999750e-02,1.686310800000000043e+01,1.686310800000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.509799999999999920e-02,1.721506400000000170e+01,1.721506400000000170e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.607800000000000090e-02,1.756635500000000150e+01,1.756635500000000150e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.705899999999999667e-02,1.791697999999999880e+01,1.791697999999999880e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.803899999999999837e-02,1.826694000000000173e+01,1.826694000000000173e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.902000000000000107e-02,1.861623399999999862e+01,1.861623399999999862e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000278e-02,1.896486300000000114e+01,1.896486300000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.097999999999999754e-02,1.931282600000000116e+01,1.931282600000000116e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.196100000000000024e-02,1.966012399999999971e+01,1.966012399999999971e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.294100000000000195e-02,2.000675700000000035e+01,2.000675700000000035e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.392199999999999771e-02,2.035272399999999848e+01,2.035272399999999848e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.490199999999999941e-02,2.069802599999999870e+01,2.069802599999999870e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.588200000000000112e-02,2.104266199999999998e+01,2.104266199999999998e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.686299999999999688e-02,2.138663299999999978e+01,2.138663299999999978e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.784299999999999858e-02,2.172993800000000064e+01,2.172993800000000064e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.882400000000000129e-02,2.207257800000000003e+01,2.207257800000000003e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.980400000000000299e-02,2.241455200000000048e+01,2.241455200000000048e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.078399999999999775e-02,2.275586099999999945e+01,2.275586099999999945e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.176500000000000046e-02,2.309650500000000051e+01,2.309650500000000051e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.274499999999999522e-02,2.343648299999999907e+01,2.343648299999999907e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.372500000000000386e-02,2.377579499999999868e+01,2.377579499999999868e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.470599999999999963e-02,2.411444300000000140e+01,2.411444300000000140e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.568599999999999439e-02,2.445242400000000060e+01,2.445242400000000060e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.666700000000000403e-02,2.478973999999999833e+01,2.478973999999999833e+01,0.000000000000000000e+00,0.000000000000000000e+00
